,[],date_created,date_modified
506,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
507,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
508,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
509,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
510,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
511,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
512,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
513,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
514,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
515,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
516,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
517,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
518,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
519,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
520,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
521,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
522,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
523,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
524,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
525,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
526,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
527,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
528,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
529,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
530,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
531,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
532,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
533,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
534,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
535,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
536,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
537,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
538,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
539,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
540,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
541,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
542,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
543,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
544,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
545,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
546,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
547,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
548,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
549,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
550,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
551,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
552,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
553,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
554,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
555,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
556,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
557,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
558,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
559,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
560,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
561,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
562,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
563,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
564,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
565,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
566,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
567,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
568,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
569,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
570,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
571,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
572,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
573,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
574,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
575,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
576,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
577,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
578,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
579,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
580,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
581,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
582,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
583,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
584,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
585,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
586,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
587,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
588,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
589,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
590,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
591,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
592,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
593,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
594,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
595,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
596,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
597,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
598,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
599,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
600,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
601,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
602,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
603,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
604,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
605,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
606,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
607,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
608,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
609,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
610,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
611,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
612,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
613,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
614,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
615,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
616,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
617,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
618,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
619,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
620,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
621,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
622,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
623,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
624,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
625,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
626,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
627,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
628,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
629,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
630,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
631,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
632,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
633,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
634,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
635,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
636,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
637,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
638,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
639,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
640,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
641,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
642,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
643,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
644,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
645,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
646,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
647,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
648,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
649,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
650,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
651,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
652,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
653,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
654,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
655,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
656,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
657,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
658,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
659,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
660,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
661,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
662,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
663,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
664,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
665,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
666,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
667,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
668,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
669,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
670,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
671,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
672,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
673,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
674,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
675,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
676,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
677,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
678,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
679,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
680,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
681,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
682,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
683,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
684,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
685,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
686,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
687,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
688,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
689,"[1, -1, 1, 0, 1, 1, 0, -1, -1, 1, 0, -1, 1]",08/08/2018 03:43:42 PM,08/08/2018 03:44:07 PM
690,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",08/08/2018 03:44:54 PM,08/08/2018 03:45:23 PM
691,"[1, -1, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 1]",08/08/2018 03:44:40 PM,08/08/2018 03:48:30 PM
